Week,Year,Age,Sex,Condition,Region,Deaths
31,2019,Under 1 year,Male,Total,Total,26
32,2019,Under 1 year,Male,Total,Total,28
33,2019,Under 1 year,Male,Total,Total,31
34,2019,Under 1 year,Male,Total,Total,23
35,2019,Under 1 year,Male,Total,Total,29
36,2019,Under 1 year,Male,Total,Total,31
37,2019,Under 1 year,Male,Total,Total,23
38,2019,Under 1 year,Male,Total,Total,28
39,2019,Under 1 year,Male,Total,Total,37
40,2019,Under 1 year,Male,Total,Total,26
41,2019,Under 1 year,Male,Total,Total,32
42,2019,Under 1 year,Male,Total,Total,23
43,2019,Under 1 year,Male,Total,Total,27
44,2019,Under 1 year,Male,Total,Total,29
45,2019,Under 1 year,Male,Total,Total,19
46,2019,Under 1 year,Male,Total,Total,32
47,2019,Under 1 year,Male,Total,Total,35
48,2019,Under 1 year,Male,Total,Total,32
49,2019,Under 1 year,Male,Total,Total,29
50,2019,Under 1 year,Male,Total,Total,25
51,2019,Under 1 year,Male,Total,Total,20
0,2019,01-14,Male,Total,Total,5
1,2019,01-14,Male,Total,Total,13
2,2019,01-14,Male,Total,Total,14
3,2019,01-14,Male,Total,Total,10
4,2019,01-14,Male,Total,Total,10
5,2019,01-14,Male,Total,Total,17
6,2019,01-14,Male,Total,Total,8
7,2019,01-14,Male,Total,Total,16
8,2019,01-14,Male,Total,Total,10
9,2019,01-14,Male,Total,Total,10
10,2019,01-14,Male,Total,Total,11
11,2019,01-14,Male,Total,Total,9
12,2019,01-14,Male,Total,Total,8
13,2019,01-14,Male,Total,Total,8
14,2019,01-14,Male,Total,Total,14
15,2019,01-14,Male,Total,Total,11
16,2019,01-14,Male,Total,Total,9
17,2019,01-14,Male,Total,Total,14
18,2019,01-14,Male,Total,Total,9
19,2019,01-14,Male,Total,Total,7
20,2019,01-14,Male,Total,Total,12
21,2019,01-14,Male,Total,Total,11
22,2019,01-14,Male,Total,Total,9
23,2019,01-14,Male,Total,Total,11
24,2019,01-14,Male,Total,Total,11
25,2019,01-14,Male,Total,Total,9
26,2019,01-14,Male,Total,Total,17
27,2019,01-14,Male,Total,Total,7
28,2019,01-14,Male,Total,Total,10
29,2019,01-14,Male,Total,Total,7
30,2019,01-14,Male,Total,Total,6
31,2019,01-14,Male,Total,Total,9
32,2019,01-14,Male,Total,Total,13
33,2019,01-14,Male,Total,Total,4
34,2019,01-14,Male,Total,Total,10
35,2019,01-14,Male,Total,Total,9
36,2019,01-14,Male,Total,Total,3
37,2019,01-14,Male,Total,Total,11
38,2019,01-14,Male,Total,Total,8
39,2019,01-14,Male,Total,Total,7
40,2019,01-14,Male,Total,Total,10
41,2019,01-14,Male,Total,Total,10
42,2019,01-14,Male,Total,Total,6
43,2019,01-14,Male,Total,Total,9
44,2019,01-14,Male,Total,Total,3
45,2019,01-14,Male,Total,Total,9
46,2019,01-14,Male,Total,Total,9
47,2019,01-14,Male,Total,Total,10
48,2019,01-14,Male,Total,Total,11
49,2019,01-14,Male,Total,Total,16
50,2019,01-14,Male,Total,Total,9
51,2019,01-14,Male,Total,Total,6
0,2019,15-44,Male,Total,Total,128
1,2019,15-44,Male,Total,Total,168
2,2019,15-44,Male,Total,Total,211
3,2019,15-44,Male,Total,Total,225
4,2019,15-44,Male,Total,Total,208
5,2019,15-44,Male,Total,Total,152
6,2019,15-44,Male,Total,Total,201
7,2019,15-44,Male,Total,Total,159
8,2019,15-44,Male,Total,Total,182
9,2019,15-44,Male,Total,Total,197
10,2019,15-44,Male,Total,Total,194
11,2019,15-44,Male,Total,Total,200
12,2019,15-44,Male,Total,Total,205
13,2019,15-44,Male,Total,Total,184
14,2019,15-44,Male,Total,Total,194
15,2019,15-44,Male,Total,Total,146
16,2019,15-44,Male,Total,Total,171
17,2019,15-44,Male,Total,Total,207
18,2019,15-44,Male,Total,Total,159
19,2019,15-44,Male,Total,Total,192
20,2019,15-44,Male,Total,Total,193
21,2019,15-44,Male,Total,Total,147
22,2019,15-44,Male,Total,Total,199
23,2019,15-44,Male,Total,Total,198
24,2019,15-44,Male,Total,Total,196
25,2019,15-44,Male,Total,Total,186
26,2019,15-44,Male,Total,Total,170
27,2019,15-44,Male,Total,Total,174
28,2019,15-44,Male,Total,Total,180
29,2019,15-44,Male,Total,Total,165
30,2019,15-44,Male,Total,Total,164
31,2019,15-44,Male,Total,Total,156
32,2019,15-44,Male,Total,Total,197
33,2019,15-44,Male,Total,Total,169
34,2019,15-44,Male,Total,Total,138
35,2019,15-44,Male,Total,Total,183
36,2019,15-44,Male,Total,Total,178
37,2019,15-44,Male,Total,Total,165
38,2019,15-44,Male,Total,Total,174
39,2019,15-44,Male,Total,Total,218
40,2019,15-44,Male,Total,Total,208
41,2019,15-44,Male,Total,Total,193
42,2019,15-44,Male,Total,Total,186
43,2019,15-44,Male,Total,Total,176
44,2019,15-44,Male,Total,Total,199
45,2019,15-44,Male,Total,Total,172
46,2019,15-44,Male,Total,Total,168
47,2019,15-44,Male,Total,Total,209
48,2019,15-44,Male,Total,Total,204
49,2019,15-44,Male,Total,Total,187
50,2019,15-44,Male,Total,Total,229
51,2019,15-44,Male,Total,Total,85
0,2019,45-64,Male,Total,Total,693
1,2019,45-64,Male,Total,Total,852
2,2019,45-64,Male,Total,Total,831
3,2019,45-64,Male,Total,Total,860
4,2019,45-64,Male,Total,Total,805
5,2019,45-64,Male,Total,Total,869
6,2019,45-64,Male,Total,Total,799
7,2019,45-64,Male,Total,Total,850
8,2019,45-64,Male,Total,Total,745
9,2019,45-64,Male,Total,Total,839
10,2019,45-64,Male,Total,Total,788
11,2019,45-64,Male,Total,Total,774
12,2019,45-64,Male,Total,Total,728
13,2019,45-64,Male,Total,Total,725
14,2019,45-64,Male,Total,Total,783
15,2019,45-64,Male,Total,Total,644
16,2019,45-64,Male,Total,Total,724
17,2019,45-64,Male,Total,Total,821
18,2019,45-64,Male,Total,Total,624
19,2019,45-64,Male,Total,Total,795
20,2019,45-64,Male,Total,Total,751
21,2019,45-64,Male,Total,Total,565
22,2019,45-64,Male,Total,Total,757
23,2019,45-64,Male,Total,Total,673
24,2019,45-64,Male,Total,Total,714
25,2019,45-64,Male,Total,Total,738
26,2019,45-64,Male,Total,Total,637
27,2019,45-64,Male,Total,Total,698
28,2019,45-64,Male,Total,Total,683
29,2019,45-64,Male,Total,Total,660
30,2019,45-64,Male,Total,Total,702
31,2019,45-64,Male,Total,Total,662
32,2019,45-64,Male,Total,Total,743
33,2019,45-64,Male,Total,Total,681
34,2019,45-64,Male,Total,Total,629
35,2019,45-64,Male,Total,Total,715
36,2019,45-64,Male,Total,Total,709
37,2019,45-64,Male,Total,Total,716
38,2019,45-64,Male,Total,Total,704
39,2019,45-64,Male,Total,Total,705
40,2019,45-64,Male,Total,Total,686
41,2019,45-64,Male,Total,Total,676
42,2019,45-64,Male,Total,Total,699
43,2019,45-64,Male,Total,Total,682
44,2019,45-64,Male,Total,Total,738
45,2019,45-64,Male,Total,Total,739
46,2019,45-64,Male,Total,Total,724
47,2019,45-64,Male,Total,Total,739
48,2019,45-64,Male,Total,Total,756
49,2019,45-64,Male,Total,Total,746
50,2019,45-64,Male,Total,Total,768
51,2019,45-64,Male,Total,Total,448
0,2019,65-74,Male,Total,Total,992
1,2019,65-74,Male,Total,Total,1265
2,2019,65-74,Male,Total,Total,1131
3,2019,65-74,Male,Total,Total,1154
4,2019,65-74,Male,Total,Total,1045
5,2019,65-74,Male,Total,Total,1100
6,2019,65-74,Male,Total,Total,1117
7,2019,65-74,Male,Total,Total,1088
8,2019,65-74,Male,Total,Total,1059
9,2019,65-74,Male,Total,Total,1112
10,2019,65-74,Male,Total,Total,1043
11,2019,65-74,Male,Total,Total,965
12,2019,65-74,Male,Total,Total,978
13,2019,65-74,Male,Total,Total,930
14,2019,65-74,Male,Total,Total,995
15,2019,65-74,Male,Total,Total,852
16,2019,65-74,Male,Total,Total,970
17,2019,65-74,Male,Total,Total,1089
18,2019,65-74,Male,Total,Total,868
19,2019,65-74,Male,Total,Total,977
20,2019,65-74,Male,Total,Total,1044
21,2019,65-74,Male,Total,Total,784
22,2019,65-74,Male,Total,Total,1015
23,2019,65-74,Male,Total,Total,963
24,2019,65-74,Male,Total,Total,963
25,2019,65-74,Male,Total,Total,969
26,2019,65-74,Male,Total,Total,910
27,2019,65-74,Male,Total,Total,900
28,2019,65-74,Male,Total,Total,863
29,2019,65-74,Male,Total,Total,951
30,2019,65-74,Male,Total,Total,921
31,2019,65-74,Male,Total,Total,938
32,2019,65-74,Male,Total,Total,927
33,2019,65-74,Male,Total,Total,942
34,2019,65-74,Male,Total,Total,846
35,2019,65-74,Male,Total,Total,955
36,2019,65-74,Male,Total,Total,946
37,2019,65-74,Male,Total,Total,918
38,2019,65-74,Male,Total,Total,922
39,2019,65-74,Male,Total,Total,950
40,2019,65-74,Male,Total,Total,966
41,2019,65-74,Male,Total,Total,937
42,2019,65-74,Male,Total,Total,963
43,2019,65-74,Male,Total,Total,980
44,2019,65-74,Male,Total,Total,991
45,2019,65-74,Male,Total,Total,980
46,2019,65-74,Male,Total,Total,1042
47,2019,65-74,Male,Total,Total,1008
48,2019,65-74,Male,Total,Total,985
49,2019,65-74,Male,Total,Total,1028
50,2019,65-74,Male,Total,Total,1095
51,2019,65-74,Male,Total,Total,666
0,2019,75-84,Male,Total,Total,1590
1,2019,75-84,Male,Total,Total,1857
2,2019,75-84,Male,Total,Total,1837
3,2019,75-84,Male,Total,Total,1766
4,2019,75-84,Male,Total,Total,1664
5,2019,75-84,Male,Total,Total,1718
6,2019,75-84,Male,Total,Total,1776
7,2019,75-84,Male,Total,Total,1696
8,2019,75-84,Male,Total,Total,1656
9,2019,75-84,Male,Total,Total,1664
10,2019,75-84,Male,Total,Total,1531
11,2019,75-84,Male,Total,Total,1596
12,2019,75-84,Male,Total,Total,1470
13,2019,75-84,Male,Total,Total,1589
14,2019,75-84,Male,Total,Total,1543
15,2019,75-84,Male,Total,Total,1420
16,2019,75-84,Male,Total,Total,1543
17,2019,75-84,Male,Total,Total,1709
18,2019,75-84,Male,Total,Total,1362
19,2019,75-84,Male,Total,Total,1528
20,2019,75-84,Male,Total,Total,1564
21,2019,75-84,Male,Total,Total,1247
22,2019,75-84,Male,Total,Total,1599
23,2019,75-84,Male,Total,Total,1464
24,2019,75-84,Male,Total,Total,1480
25,2019,75-84,Male,Total,Total,1509
26,2019,75-84,Male,Total,Total,1420
27,2019,75-84,Male,Total,Total,1394
28,2019,75-84,Male,Total,Total,1380
29,2019,75-84,Male,Total,Total,1374
30,2019,75-84,Male,Total,Total,1445
31,2019,75-84,Male,Total,Total,1410
32,2019,75-84,Male,Total,Total,1371
33,2019,75-84,Male,Total,Total,1357
34,2019,75-84,Male,Total,Total,1240
35,2019,75-84,Male,Total,Total,1487
36,2019,75-84,Male,Total,Total,1421
37,2019,75-84,Male,Total,Total,1412
38,2019,75-84,Male,Total,Total,1514
39,2019,75-84,Male,Total,Total,1489
40,2019,75-84,Male,Total,Total,1525
41,2019,75-84,Male,Total,Total,1551
42,2019,75-84,Male,Total,Total,1550
43,2019,75-84,Male,Total,Total,1501
44,2019,75-84,Male,Total,Total,1616
45,2019,75-84,Male,Total,Total,1635
46,2019,75-84,Male,Total,Total,1724
47,2019,75-84,Male,Total,Total,1746
48,2019,75-84,Male,Total,Total,1639
49,2019,75-84,Male,Total,Total,1711
50,2019,75-84,Male,Total,Total,1733
51,2019,75-84,Male,Total,Total,1123
0,2019,85+,Male,Total,Total,1758
1,2019,85+,Male,Total,Total,1997
2,2019,85+,Male,Total,Total,1828
3,2019,85+,Male,Total,Total,1862
4,2019,85+,Male,Total,Total,1834
5,2019,85+,Male,Total,Total,1895
6,2019,85+,Male,Total,Total,1932
7,2019,85+,Male,Total,Total,1804
8,2019,85+,Male,Total,Total,1787
9,2019,85+,Male,Total,Total,1689
10,2019,85+,Male,Total,Total,1633
11,2019,85+,Male,Total,Total,1630
12,2019,85+,Male,Total,Total,1501
13,2019,85+,Male,Total,Total,1592
14,2019,85+,Male,Total,Total,1629
15,2019,85+,Male,Total,Total,1430
16,2019,85+,Male,Total,Total,1588
17,2019,85+,Male,Total,Total,1725
18,2019,85+,Male,Total,Total,1411
19,2019,85+,Male,Total,Total,1685
20,2019,85+,Male,Total,Total,1532
21,2019,85+,Male,Total,Total,1287
22,2019,85+,Male,Total,Total,1614
23,2019,85+,Male,Total,Total,1442
24,2019,85+,Male,Total,Total,1427
25,2019,85+,Male,Total,Total,1503
26,2019,85+,Male,Total,Total,1318
27,2019,85+,Male,Total,Total,1471
28,2019,85+,Male,Total,Total,1426
29,2019,85+,Male,Total,Total,1351
30,2019,85+,Male,Total,Total,1455
31,2019,85+,Male,Total,Total,1387
32,2019,85+,Male,Total,Total,1436
33,2019,85+,Male,Total,Total,1439
34,2019,85+,Male,Total,Total,1232
35,2019,85+,Male,Total,Total,1480
36,2019,85+,Male,Total,Total,1547
37,2019,85+,Male,Total,Total,1463
38,2019,85+,Male,Total,Total,1527
39,2019,85+,Male,Total,Total,1508
40,2019,85+,Male,Total,Total,1609
41,2019,85+,Male,Total,Total,1641
42,2019,85+,Male,Total,Total,1617
43,2019,85+,Male,Total,Total,1573
44,2019,85+,Male,Total,Total,1737
45,2019,85+,Male,Total,Total,1692
46,2019,85+,Male,Total,Total,1776
47,2019,85+,Male,Total,Total,1808
48,2019,85+,Male,Total,Total,1748
49,2019,85+,Male,Total,Total,1772
50,2019,85+,Male,Total,Total,1995
51,2019,85+,Male,Total,Total,1218
0,2019,Under 1 year,Female,Total,Total,15
1,2019,Under 1 year,Female,Total,Total,30
2,2019,Under 1 year,Female,Total,Total,20
3,2019,Under 1 year,Female,Total,Total,16
4,2019,Under 1 year,Female,Total,Total,19
5,2019,Under 1 year,Female,Total,Total,18
6,2019,Under 1 year,Female,Total,Total,22
7,2019,Under 1 year,Female,Total,Total,29
8,2019,Under 1 year,Female,Total,Total,28
9,2019,Under 1 year,Female,Total,Total,13
10,2019,Under 1 year,Female,Total,Total,27
11,2019,Under 1 year,Female,Total,Total,20
12,2019,Under 1 year,Female,Total,Total,19
13,2019,Under 1 year,Female,Total,Total,20
14,2019,Under 1 year,Female,Total,Total,16
15,2019,Under 1 year,Female,Total,Total,24
16,2019,Under 1 year,Female,Total,Total,18
17,2019,Under 1 year,Female,Total,Total,20
18,2019,Under 1 year,Female,Total,Total,22
19,2019,Under 1 year,Female,Total,Total,20
20,2019,Under 1 year,Female,Total,Total,22
21,2019,Under 1 year,Female,Total,Total,23
22,2019,Under 1 year,Female,Total,Total,22
23,2019,Under 1 year,Female,Total,Total,24
24,2019,Under 1 year,Female,Total,Total,21
25,2019,Under 1 year,Female,Total,Total,17
26,2019,Under 1 year,Female,Total,Total,9
27,2019,Under 1 year,Female,Total,Total,21
28,2019,Under 1 year,Female,Total,Total,14
29,2019,Under 1 year,Female,Total,Total,21
30,2019,Under 1 year,Female,Total,Total,27
31,2019,Under 1 year,Female,Total,Total,31
32,2019,Under 1 year,Female,Total,Total,26
33,2019,Under 1 year,Female,Total,Total,16
34,2019,Under 1 year,Female,Total,Total,22
35,2019,Under 1 year,Female,Total,Total,25
36,2019,Under 1 year,Female,Total,Total,29
37,2019,Under 1 year,Female,Total,Total,22
38,2019,Under 1 year,Female,Total,Total,27
39,2019,Under 1 year,Female,Total,Total,31
40,2019,Under 1 year,Female,Total,Total,20
41,2019,Under 1 year,Female,Total,Total,22
42,2019,Under 1 year,Female,Total,Total,26
43,2019,Under 1 year,Female,Total,Total,18
44,2019,Under 1 year,Female,Total,Total,23
45,2019,Under 1 year,Female,Total,Total,27
46,2019,Under 1 year,Female,Total,Total,25
47,2019,Under 1 year,Female,Total,Total,21
48,2019,Under 1 year,Female,Total,Total,18
49,2019,Under 1 year,Female,Total,Total,23
50,2019,Under 1 year,Female,Total,Total,28
51,2019,Under 1 year,Female,Total,Total,14
0,2019,01-14,Female,Total,Total,10
1,2019,01-14,Female,Total,Total,7
2,2019,01-14,Female,Total,Total,15
3,2019,01-14,Female,Total,Total,12
4,2019,01-14,Female,Total,Total,5
5,2019,01-14,Female,Total,Total,8
6,2019,01-14,Female,Total,Total,9
7,2019,01-14,Female,Total,Total,14
8,2019,01-14,Female,Total,Total,10
9,2019,01-14,Female,Total,Total,6
10,2019,01-14,Female,Total,Total,13
11,2019,01-14,Female,Total,Total,15
12,2019,01-14,Female,Total,Total,9
13,2019,01-14,Female,Total,Total,5
14,2019,01-14,Female,Total,Total,9
15,2019,01-14,Female,Total,Total,10
16,2019,01-14,Female,Total,Total,9
17,2019,01-14,Female,Total,Total,4
18,2019,01-14,Female,Total,Total,8
19,2019,01-14,Female,Total,Total,7
20,2019,01-14,Female,Total,Total,9
21,2019,01-14,Female,Total,Total,5
22,2019,01-14,Female,Total,Total,9
23,2019,01-14,Female,Total,Total,7
24,2019,01-14,Female,Total,Total,9
25,2019,01-14,Female,Total,Total,12
26,2019,01-14,Female,Total,Total,9
27,2019,01-14,Female,Total,Total,9
28,2019,01-14,Female,Total,Total,4
29,2019,01-14,Female,Total,Total,7
30,2019,01-14,Female,Total,Total,5
31,2019,01-14,Female,Total,Total,3
32,2019,01-14,Female,Total,Total,11
33,2019,01-14,Female,Total,Total,4
34,2019,01-14,Female,Total,Total,6
35,2019,01-14,Female,Total,Total,10
36,2019,01-14,Female,Total,Total,9
37,2019,01-14,Female,Total,Total,7
38,2019,01-14,Female,Total,Total,6
39,2019,01-14,Female,Total,Total,8
40,2019,01-14,Female,Total,Total,6
41,2019,01-14,Female,Total,Total,4
42,2019,01-14,Female,Total,Total,8
43,2019,01-14,Female,Total,Total,10
44,2019,01-14,Female,Total,Total,4
45,2019,01-14,Female,Total,Total,10
46,2019,01-14,Female,Total,Total,10
47,2019,01-14,Female,Total,Total,4
48,2019,01-14,Female,Total,Total,6
49,2019,01-14,Female,Total,Total,16
50,2019,01-14,Female,Total,Total,10
51,2019,01-14,Female,Total,Total,7
0,2019,15-44,Female,Total,Total,87
1,2019,15-44,Female,Total,Total,112
2,2019,15-44,Female,Total,Total,108
3,2019,15-44,Female,Total,Total,114
4,2019,15-44,Female,Total,Total,99
5,2019,15-44,Female,Total,Total,115
6,2019,15-44,Female,Total,Total,104
7,2019,15-44,Female,Total,Total,117
8,2019,15-44,Female,Total,Total,106
9,2019,15-44,Female,Total,Total,106
10,2019,15-44,Female,Total,Total,105
11,2019,15-44,Female,Total,Total,93
12,2019,15-44,Female,Total,Total,84
13,2019,15-44,Female,Total,Total,112
14,2019,15-44,Female,Total,Total,94
15,2019,15-44,Female,Total,Total,105
16,2019,15-44,Female,Total,Total,102
17,2019,15-44,Female,Total,Total,90
18,2019,15-44,Female,Total,Total,103
19,2019,15-44,Female,Total,Total,112
20,2019,15-44,Female,Total,Total,116
21,2019,15-44,Female,Total,Total,92
22,2019,15-44,Female,Total,Total,107
23,2019,15-44,Female,Total,Total,100
24,2019,15-44,Female,Total,Total,83
25,2019,15-44,Female,Total,Total,87
26,2019,15-44,Female,Total,Total,85
27,2019,15-44,Female,Total,Total,85
28,2019,15-44,Female,Total,Total,99
29,2019,15-44,Female,Total,Total,102
30,2019,15-44,Female,Total,Total,101
31,2019,15-44,Female,Total,Total,89
32,2019,15-44,Female,Total,Total,80
33,2019,15-44,Female,Total,Total,95
34,2019,15-44,Female,Total,Total,86
35,2019,15-44,Female,Total,Total,85
36,2019,15-44,Female,Total,Total,119
37,2019,15-44,Female,Total,Total,99
38,2019,15-44,Female,Total,Total,95
39,2019,15-44,Female,Total,Total,107
40,2019,15-44,Female,Total,Total,94
41,2019,15-44,Female,Total,Total,110
42,2019,15-44,Female,Total,Total,95
43,2019,15-44,Female,Total,Total,113
44,2019,15-44,Female,Total,Total,115
45,2019,15-44,Female,Total,Total,99
46,2019,15-44,Female,Total,Total,115
47,2019,15-44,Female,Total,Total,103
48,2019,15-44,Female,Total,Total,111
49,2019,15-44,Female,Total,Total,128
50,2019,15-44,Female,Total,Total,139
51,2019,15-44,Female,Total,Total,63
0,2019,45-64,Female,Total,Total,506
1,2019,45-64,Female,Total,Total,567
2,2019,45-64,Female,Total,Total,542
3,2019,45-64,Female,Total,Total,578
4,2019,45-64,Female,Total,Total,562
5,2019,45-64,Female,Total,Total,518
6,2019,45-64,Female,Total,Total,573
7,2019,45-64,Female,Total,Total,545
8,2019,45-64,Female,Total,Total,519
9,2019,45-64,Female,Total,Total,503
10,2019,45-64,Female,Total,Total,523
11,2019,45-64,Female,Total,Total,475
12,2019,45-64,Female,Total,Total,494
13,2019,45-64,Female,Total,Total,507
14,2019,45-64,Female,Total,Total,482
15,2019,45-64,Female,Total,Total,456
16,2019,45-64,Female,Total,Total,483
17,2019,45-64,Female,Total,Total,513
18,2019,45-64,Female,Total,Total,470
19,2019,45-64,Female,Total,Total,479
20,2019,45-64,Female,Total,Total,511
21,2019,45-64,Female,Total,Total,426
22,2019,45-64,Female,Total,Total,466
23,2019,45-64,Female,Total,Total,476
24,2019,45-64,Female,Total,Total,436
25,2019,45-64,Female,Total,Total,476
26,2019,45-64,Female,Total,Total,475
27,2019,45-64,Female,Total,Total,442
28,2019,45-64,Female,Total,Total,453
29,2019,45-64,Female,Total,Total,457
30,2019,45-64,Female,Total,Total,421
31,2019,45-64,Female,Total,Total,433
32,2019,45-64,Female,Total,Total,501
33,2019,45-64,Female,Total,Total,446
34,2019,45-64,Female,Total,Total,397
35,2019,45-64,Female,Total,Total,484
36,2019,45-64,Female,Total,Total,460
37,2019,45-64,Female,Total,Total,458
38,2019,45-64,Female,Total,Total,493
39,2019,45-64,Female,Total,Total,484
40,2019,45-64,Female,Total,Total,451
41,2019,45-64,Female,Total,Total,478
42,2019,45-64,Female,Total,Total,499
43,2019,45-64,Female,Total,Total,514
44,2019,45-64,Female,Total,Total,498
45,2019,45-64,Female,Total,Total,515
46,2019,45-64,Female,Total,Total,501
47,2019,45-64,Female,Total,Total,498
48,2019,45-64,Female,Total,Total,519
49,2019,45-64,Female,Total,Total,567
50,2019,45-64,Female,Total,Total,548
51,2019,45-64,Female,Total,Total,325
0,2019,65-74,Female,Total,Total,774
1,2019,65-74,Female,Total,Total,914
2,2019,65-74,Female,Total,Total,873
3,2019,65-74,Female,Total,Total,782
4,2019,65-74,Female,Total,Total,807
5,2019,65-74,Female,Total,Total,855
6,2019,65-74,Female,Total,Total,794
7,2019,65-74,Female,Total,Total,736
8,2019,65-74,Female,Total,Total,767
9,2019,65-74,Female,Total,Total,745
10,2019,65-74,Female,Total,Total,675
11,2019,65-74,Female,Total,Total,748
12,2019,65-74,Female,Total,Total,665
13,2019,65-74,Female,Total,Total,684
14,2019,65-74,Female,Total,Total,717
15,2019,65-74,Female,Total,Total,594
16,2019,65-74,Female,Total,Total,760
17,2019,65-74,Female,Total,Total,780
18,2019,65-74,Female,Total,Total,645
19,2019,65-74,Female,Total,Total,673
20,2019,65-74,Female,Total,Total,721
21,2019,65-74,Female,Total,Total,598
22,2019,65-74,Female,Total,Total,726
23,2019,65-74,Female,Total,Total,695
24,2019,65-74,Female,Total,Total,662
25,2019,65-74,Female,Total,Total,636
26,2019,65-74,Female,Total,Total,651
27,2019,65-74,Female,Total,Total,664
28,2019,65-74,Female,Total,Total,637
29,2019,65-74,Female,Total,Total,647
30,2019,65-74,Female,Total,Total,676
31,2019,65-74,Female,Total,Total,640
32,2019,65-74,Female,Total,Total,646
33,2019,65-74,Female,Total,Total,640
34,2019,65-74,Female,Total,Total,573
35,2019,65-74,Female,Total,Total,688
36,2019,65-74,Female,Total,Total,671
37,2019,65-74,Female,Total,Total,674
38,2019,65-74,Female,Total,Total,625
39,2019,65-74,Female,Total,Total,715
40,2019,65-74,Female,Total,Total,629
41,2019,65-74,Female,Total,Total,691
42,2019,65-74,Female,Total,Total,700
43,2019,65-74,Female,Total,Total,683
44,2019,65-74,Female,Total,Total,685
45,2019,65-74,Female,Total,Total,693
46,2019,65-74,Female,Total,Total,701
47,2019,65-74,Female,Total,Total,743
48,2019,65-74,Female,Total,Total,704
49,2019,65-74,Female,Total,Total,765
50,2019,65-74,Female,Total,Total,808
51,2019,65-74,Female,Total,Total,519
0,2019,75-84,Female,Total,Total,1488
1,2019,75-84,Female,Total,Total,1733
2,2019,75-84,Female,Total,Total,1577
3,2019,75-84,Female,Total,Total,1500
4,2019,75-84,Female,Total,Total,1462
5,2019,75-84,Female,Total,Total,1533
6,2019,75-84,Female,Total,Total,1616
7,2019,75-84,Female,Total,Total,1473
8,2019,75-84,Female,Total,Total,1461
9,2019,75-84,Female,Total,Total,1378
10,2019,75-84,Female,Total,Total,1402
11,2019,75-84,Female,Total,Total,1352
12,2019,75-84,Female,Total,Total,1324
13,2019,75-84,Female,Total,Total,1348
14,2019,75-84,Female,Total,Total,1364
15,2019,75-84,Female,Total,Total,1127
16,2019,75-84,Female,Total,Total,1268
17,2019,75-84,Female,Total,Total,1498
18,2019,75-84,Female,Total,Total,1217
19,2019,75-84,Female,Total,Total,1336
20,2019,75-84,Female,Total,Total,1382
21,2019,75-84,Female,Total,Total,1156
22,2019,75-84,Female,Total,Total,1247
23,2019,75-84,Female,Total,Total,1208
24,2019,75-84,Female,Total,Total,1231
25,2019,75-84,Female,Total,Total,1183
26,2019,75-84,Female,Total,Total,1230
27,2019,75-84,Female,Total,Total,1222
28,2019,75-84,Female,Total,Total,1230
29,2019,75-84,Female,Total,Total,1206
30,2019,75-84,Female,Total,Total,1219
31,2019,75-84,Female,Total,Total,1165
32,2019,75-84,Female,Total,Total,1159
33,2019,75-84,Female,Total,Total,1122
34,2019,75-84,Female,Total,Total,1079
35,2019,75-84,Female,Total,Total,1288
36,2019,75-84,Female,Total,Total,1233
37,2019,75-84,Female,Total,Total,1283
38,2019,75-84,Female,Total,Total,1246
39,2019,75-84,Female,Total,Total,1291
40,2019,75-84,Female,Total,Total,1344
41,2019,75-84,Female,Total,Total,1369
42,2019,75-84,Female,Total,Total,1249
43,2019,75-84,Female,Total,Total,1437
44,2019,75-84,Female,Total,Total,1382
45,2019,75-84,Female,Total,Total,1435
46,2019,75-84,Female,Total,Total,1439
47,2019,75-84,Female,Total,Total,1396
48,2019,75-84,Female,Total,Total,1439
49,2019,75-84,Female,Total,Total,1504
50,2019,75-84,Female,Total,Total,1566
51,2019,75-84,Female,Total,Total,1108
0,2019,85+,Female,Total,Total,2881
1,2019,85+,Female,Total,Total,3074
2,2019,85+,Female,Total,Total,2834
3,2019,85+,Female,Total,Total,2835
4,2019,85+,Female,Total,Total,2739
5,2019,85+,Female,Total,Total,2826
6,2019,85+,Female,Total,Total,2846
7,2019,85+,Female,Total,Total,2738
8,2019,85+,Female,Total,Total,2690
9,2019,85+,Female,Total,Total,2604
10,2019,85+,Female,Total,Total,2592
11,2019,85+,Female,Total,Total,2496
12,2019,85+,Female,Total,Total,2356
13,2019,85+,Female,Total,Total,2401
14,2019,85+,Female,Total,Total,2420
15,2019,85+,Female,Total,Total,2182
16,2019,85+,Female,Total,Total,2398
17,2019,85+,Female,Total,Total,2711
18,2019,85+,Female,Total,Total,2123
19,2019,85+,Female,Total,Total,2437
20,2019,85+,Female,Total,Total,2398
21,2019,85+,Female,Total,Total,1897
22,2019,85+,Female,Total,Total,2344
23,2019,85+,Female,Total,Total,2162
24,2019,85+,Female,Total,Total,2200
25,2019,85+,Female,Total,Total,2164
26,2019,85+,Female,Total,Total,2107
27,2019,85+,Female,Total,Total,2069
28,2019,85+,Female,Total,Total,2070
29,2019,85+,Female,Total,Total,2128
30,2019,85+,Female,Total,Total,2099
31,2019,85+,Female,Total,Total,2173
32,2019,85+,Female,Total,Total,1955
33,2019,85+,Female,Total,Total,2048
34,2019,85+,Female,Total,Total,1961
35,2019,85+,Female,Total,Total,2257
