,Week,Year,Age,Condition,Region,Deaths
24,2017-06-23,2017,Total,Total,Wales,608
25,2017-06-30,2017,Total,Total,Wales,546
26,2017-07-07,2017,Total,Total,Wales,556
27,2017-07-14,2017,Total,Total,Wales,564
28,2017-07-21,2017,Total,Total,Wales,551
29,2017-07-28,2017,Total,Total,Wales,586
30,2017-08-04,2017,Total,Total,Wales,590
31,2017-08-11,2017,Total,Total,Wales,572
32,2017-08-18,2017,Total,Total,Wales,592
33,2017-08-25,2017,Total,Total,Wales,570
34,2017-09-01,2017,Total,Total,Wales,555
35,2017-09-08,2017,Total,Total,Wales,542
36,2017-09-15,2017,Total,Total,Wales,609
37,2017-09-22,2017,Total,Total,Wales,585
38,2017-09-29,2017,Total,Total,Wales,593
39,2017-10-06,2017,Total,Total,Wales,631
40,2017-10-13,2017,Total,Total,Wales,640
41,2017-10-20,2017,Total,Total,Wales,650
42,2017-10-27,2017,Total,Total,Wales,608
43,2017-11-03,2017,Total,Total,Wales,595
44,2017-11-10,2017,Total,Total,Wales,598
45,2017-11-17,2017,Total,Total,Wales,666
46,2017-11-24,2017,Total,Total,Wales,639
47,2017-12-01,2017,Total,Total,Wales,636
48,2017-12-08,2017,Total,Total,Wales,630
49,2017-12-15,2017,Total,Total,Wales,708
50,2017-12-22,2017,Total,Total,Wales,762
51,2017-12-29,2017,Total,Total,Wales,541
